speaker_id,filepath,filename,sentence,gender,age_group,status
4,audio_data/B04___09_John________ISLICEN1DA/B04___09_John________ISLICEN1DA_46.wav,B04___09_John________ISLICEN1DA_46.wav,tákn,Female,Senior,train
5,audio_data/B06___11_Romans______ISLICEN1DA/B06___11_Romans______ISLICEN1DA_66.wav,B06___11_Romans______ISLICEN1DA_66.wav,nokkur hluti ísraels er forhertur orðinn og það varir uns allir heiðingjar eru komnir inn,Male,Middle aged,train
5,audio_data/B06___02_Romans______ISLICEN1DA/B06___02_Romans______ISLICEN1DA_21.wav,B06___02_Romans______ISLICEN1DA_21.wav,allir sem syndgað hafa án þess að þekkja lögmál munu og tortímast án lögmáls,Male,Middle aged,train
3,audio_data/B05___06_Acts________ISLICEN1DA/B05___06_Acts________ISLICEN1DA_21.wav,B05___06_Acts________ISLICEN1DA_21.wav,þeir æstu upp fólkið öldungana og fræðimennina og þeir veittust að honum gripu hann,Female,Young adult,train
3,audio_data/B05___21_Acts________ISLICEN1DA/B05___21_Acts________ISLICEN1DA_18.wav,B05___21_Acts________ISLICEN1DA_18.wav,hann átti fjórar ógiftar dætur gæddar spádómsgáfu þegar við höfðum dvalist þar nokkra daga,Female,Young adult,train
5,audio_data/B06___14_Romans______ISLICEN1DA/B06___14_Romans______ISLICEN1DA_35.wav,B06___14_Romans______ISLICEN1DA_35.wav,guðs ríki er ekki matur og drykkur heldur réttlæti,Male,Middle aged,train
2,audio_data/B02___01_Mark________ISLICEN1DA/B02___01_Mark________ISLICEN1DA_08.wav,B02___01_Mark________ISLICEN1DA_08.wav,en jóhannes var í klæðum úr úlfaldahári með leðurbelti um lendar sér,Male,Young adult,train
4,audio_data/B04___08_John________ISLICEN1DA/B04___08_John________ISLICEN1DA_151.wav,B04___08_John________ISLICEN1DA_151.wav,sannlega sannlega segi ég yður,Female,Senior,train
3,audio_data/B03___22_Luke________ISLICEN1DA/B03___22_Luke________ISLICEN1DA_131.wav,B03___22_Luke________ISLICEN1DA_131.wav,og drottinn vék sér við og leit til péturs,Female,Young adult,train
1,audio_data/B01___24_Matthew_____ISLICEN1DA/B01___24_Matthew_____ISLICEN1DA_65.wav,B01___24_Matthew_____ISLICEN1DA_65.wav,verið þér og viðbúin því að mannssonurinn kemur á þeirri stundu sem þér ætlið eigi,Male,Senior,train
3,audio_data/B03___12_Luke________ISLICEN1DA/B03___12_Luke________ISLICEN1DA_45.wav,B03___12_Luke________ISLICEN1DA_45.wav,og ég segi við sálu mína,Female,Young adult,train
3,audio_data/B05___02_Acts________ISLICEN1DA/B05___02_Acts________ISLICEN1DA_77.wav,B05___02_Acts________ISLICEN1DA_77.wav,því að ykkur er ætlað fyrirheitið börnum ykkar og öllum þeim sem í fjarlægð eru,Female,Young adult,train
2,audio_data/B02___10_Mark________ISLICEN1DA/B02___10_Mark________ISLICEN1DA_78.wav,B02___10_Mark________ISLICEN1DA_78.wav,hinir tíu heyrðu þetta gramdist þeim við þá jakob og jóhannes en jesús kallaði þá til sín og mælti,Male,Young adult,train
5,audio_data/B11___02_Philippians_ISLICEN1DA/B11___02_Philippians_ISLICEN1DA_22.wav,B11___02_Philippians_ISLICEN1DA_22.wav,því að það er guð sem verkar í ykkur bæði að vilja og að framkvæma sér til velþóknunar,Male,Middle aged,train
5,audio_data/B07___01_1CorinthiansISLICEN1DA/B07___01_1CorinthiansISLICEN1DA_13.wav,B07___01_1CorinthiansISLICEN1DA_13.wav,hann mun einnig styrkja ykkur allt til enda og gera ykkur óaðfinnanleg á degi drottins vors jesú krists,Male,Middle aged,train
3,audio_data/B05___09_Acts________ISLICEN1DA/B05___09_Acts________ISLICEN1DA_10.wav,B05___09_Acts________ISLICEN1DA_10.wav,hver ert þú drottinn,Female,Young adult,train
3,audio_data/B05___09_Acts________ISLICEN1DA/B05___09_Acts________ISLICEN1DA_25.wav,B05___09_Acts________ISLICEN1DA_25.wav,og leggja hendur yfir sig til þess að hann fái aftur sjón,Female,Young adult,train
4,audio_data/B04___10_John________ISLICEN1DA/B04___10_John________ISLICEN1DA_99.wav,B04___10_John________ISLICEN1DA_99.wav,segið þér þá við mig sem faðirinn helgaði og sendi í heiminn,Female,Senior,train
1,audio_data/B01___05_Matthew_____ISLICEN1DA/B01___05_Matthew_____ISLICEN1DA_53.wav,B01___05_Matthew_____ISLICEN1DA_53.wav,betra er þér að einn lima þinna glatist en öllum líkama þínum verði kastað,Male,Senior,train
7,audio_data/B23___02_1John_______ISLICEN1DA/B23___02_1John_______ISLICEN1DA_25.wav,B23___02_1John_______ISLICEN1DA_25.wav,ég rita ykkur börnin mín af því að guð hefur fyrirgefið ykkur syndir ykkar,Female,Senior,train
5,audio_data/B15___01_1Timothy____ISLICEN1DA/B15___01_1Timothy____ISLICEN1DA_01.wav,B15___01_1Timothy____ISLICEN1DA_01.wav,páll postuli,Male,Middle aged,train
4,audio_data/B04___07_John________ISLICEN1DA/B04___07_John________ISLICEN1DA_46.wav,B04___07_John________ISLICEN1DA_46.wav,jesús svaraði því,Female,Senior,train
5,audio_data/B07___08_1CorinthiansISLICEN1DA/B07___08_1CorinthiansISLICEN1DA_12.wav,B07___08_1CorinthiansISLICEN1DA_12.wav,til og einn drottin jesú krist sem allt varð til fyrir,Male,Middle aged,train
4,audio_data/B04___09_John________ISLICEN1DA/B04___09_John________ISLICEN1DA_75.wav,B04___09_John________ISLICEN1DA_75.wav,að ég sem var blindur er nú sjáandi,Female,Senior,train
3,audio_data/B03___07_Luke________ISLICEN1DA/B03___07_Luke________ISLICEN1DA_117.wav,B03___07_Luke________ISLICEN1DA_117.wav,símon svaraði,Female,Young adult,train
6,audio_data/B19___06_Hebrews_____ISLICEN1DA/B19___06_Hebrews_____ISLICEN1DA_34.wav,B19___06_Hebrews_____ISLICEN1DA_34.wav,mikil uppörvun fyrir okkur sem höfum leitað athvarfs í þeirri sælu von sem við eigum,Female,Middle aged,train
4,audio_data/B04___13_John________ISLICEN1DA/B04___13_John________ISLICEN1DA_37.wav,B04___13_John________ISLICEN1DA_37.wav,og því sagði hann þið eruð ekki allir hreinir,Female,Senior,train
3,audio_data/B05___22_Acts________ISLICEN1DA/B05___22_Acts________ISLICEN1DA_61.wav,B05___22_Acts________ISLICEN1DA_61.wav,þegar hundraðshöfðinginn heyrði þetta fór hann til hersveitarforingjans,Female,Young adult,train
4,audio_data/B04___10_John________ISLICEN1DA/B04___10_John________ISLICEN1DA_69.wav,B04___10_John________ISLICEN1DA_69.wav,ég hef sagt yður það,Female,Senior,train
1,audio_data/B01___07_Matthew_____ISLICEN1DA/B01___07_Matthew_____ISLICEN1DA_13.wav,B01___07_Matthew_____ISLICEN1DA_13.wav,barni sínu stein er það biður um brauð,Male,Senior,train
3,audio_data/B03___18_Luke________ISLICEN1DA/B03___18_Luke________ISLICEN1DA_74.wav,B03___18_Luke________ISLICEN1DA_74.wav,nú förum við upp til jerúsalem og mun allt það koma fram sem spámennirnir hafa skrifað um mannssoninn,Female,Young adult,train
4,audio_data/B04___10_John________ISLICEN1DA/B04___10_John________ISLICEN1DA_28.wav,B04___10_John________ISLICEN1DA_28.wav,er kominn til þess,Female,Senior,train
3,audio_data/B03___20_Luke________ISLICEN1DA/B03___20_Luke________ISLICEN1DA_56.wav,B03___20_Luke________ISLICEN1DA_56.wav,þá komu nokkrir saddúkear en þeir neita því að upprisa sé til og sögðu við jesú,Female,Young adult,train
1,audio_data/B01___02_Matthew_____ISLICEN1DA/B01___02_Matthew_____ISLICEN1DA_29.wav,B01___02_Matthew_____ISLICEN1DA_29.wav,nú rættist það sem jeremía spámaður hafði sagt fyrir um rödd,Male,Senior,train
4,audio_data/B04___10_John________ISLICEN1DA/B04___10_John________ISLICEN1DA_43.wav,B04___10_John________ISLICEN1DA_43.wav,ég á líka aðra sauði sem eru ekki úr þessu sauðabyrgi,Female,Senior,train
6,audio_data/B19___03_Hebrews_____ISLICEN1DA/B19___03_Hebrews_____ISLICEN1DA_24.wav,B19___03_Hebrews_____ISLICEN1DA_24.wav,gætið þess bræður og systur,Female,Middle aged,train
3,audio_data/B03___11_Luke________ISLICEN1DA/B03___11_Luke________ISLICEN1DA_74.wav,B03___11_Luke________ISLICEN1DA_74.wav,varðveita það,Female,Young adult,train
3,audio_data/B05___23_Acts________ISLICEN1DA/B05___23_Acts________ISLICEN1DA_10.wav,B05___23_Acts________ISLICEN1DA_10.wav,páll svaraði,Female,Young adult,train
3,audio_data/B05___28_Acts________ISLICEN1DA/B05___28_Acts________ISLICEN1DA_29.wav,B05___28_Acts________ISLICEN1DA_29.wav,þeir yfirheyrðu mig og vildu láta mig lausan af því að á mér hvíldi engin dauðasök,Female,Young adult,train
6,audio_data/B22___01_2Peter______ISLICEN1DA/B22___01_2Peter______ISLICEN1DA_33.wav,B22___01_2Peter______ISLICEN1DA_33.wav,þessi er minn elskaði sonur sem ég hef velþóknun á,Female,Middle aged,train
2,audio_data/B02___14_Mark________ISLICEN1DA/B02___14_Mark________ISLICEN1DA_06.wav,B02___14_Mark________ISLICEN1DA_06.wav,hún braut buðkinn og hellti yfir höfuð honum,Male,Young adult,train
5,audio_data/B07___03_1CorinthiansISLICEN1DA/B07___03_1CorinthiansISLICEN1DA_06.wav,B07___03_1CorinthiansISLICEN1DA_06.wav,er metingur og deilur á milli ykkar,Male,Middle aged,train
3,audio_data/B03___08_Luke________ISLICEN1DA/B03___08_Luke________ISLICEN1DA_146.wav,B03___08_Luke________ISLICEN1DA_146.wav,en þeir hlógu að honum þar eð þeir vissu að hún var dáin,Female,Young adult,train
7,audio_data/B25___01_3John_______ISLICEN1DA/B25___01_3John_______ISLICEN1DA_16.wav,B25___01_3John_______ISLICEN1DA_16.wav,þess vegna ætla ég ef ég kem að benda á gjörðir hans hvernig hann lætur ófrægja mig með ljótum orðum,Female,Senior,train
5,audio_data/B06___05_Romans______ISLICEN1DA/B06___05_Romans______ISLICEN1DA_23.wav,B06___05_Romans______ISLICEN1DA_23.wav,þannig er dauðinn runninn til allra manna því að allir syndguðu þeir,Male,Middle aged,train
5,audio_data/B09___06_Galatians___ISLICEN1DA/B09___06_Galatians___ISLICEN1DA_19.wav,B09___06_Galatians___ISLICEN1DA_19.wav,sjáið með hversu stórum stöfum ég skrifa ykkur með eigin hendi,Male,Middle aged,train
3,audio_data/B05___23_Acts________ISLICEN1DA/B05___23_Acts________ISLICEN1DA_09.wav,B05___23_Acts________ISLICEN1DA_09.wav,smánar þú æðsta prest guðs,Female,Young adult,train
3,audio_data/B05___19_Acts________ISLICEN1DA/B05___19_Acts________ISLICEN1DA_81.wav,B05___19_Acts________ISLICEN1DA_81.wav,þið hafið dregið þessa menn hingað þótt þeir hafi hvorki framið helgispjöll né lastmælt gyðju okkar,Female,Young adult,train
1,audio_data/B01___26_Matthew_____ISLICEN1DA/B01___26_Matthew_____ISLICEN1DA_17.wav,B01___26_Matthew_____ISLICEN1DA_17.wav,þá fór einn þeirra tólf júdas ískaríot að nafni til æðstu prestanna,Male,Senior,train
3,audio_data/B05___17_Acts________ISLICEN1DA/B05___17_Acts________ISLICEN1DA_19.wav,B05___17_Acts________ISLICEN1DA_19.wav,slepptu þeir ekki þeim jasoni fyrr en þeir höfðu látið þá setja tryggingu,Female,Young adult,train
5,audio_data/B07___12_1CorinthiansISLICEN1DA/B07___12_1CorinthiansISLICEN1DA_54.wav,B07___12_1CorinthiansISLICEN1DA_54.wav,nei,Male,Middle aged,train
5,audio_data/B07___14_1CorinthiansISLICEN1DA/B07___14_1CorinthiansISLICEN1DA_10.wav,B07___14_1CorinthiansISLICEN1DA_10.wav,ég vildi að þið töluðuð öll tungum en þó enn framar að þið hefðuð spámannlega gáfu,Male,Middle aged,train
5,audio_data/B12___04_Colossians__ISLICEN1DA/B12___04_Colossians__ISLICEN1DA_05.wav,B12___04_Colossians__ISLICEN1DA_05.wav,hans vegna er ég nú í böndum,Male,Middle aged,train
3,audio_data/B03___03_Luke________ISLICEN1DA/B03___03_Luke________ISLICEN1DA_86.wav,B03___03_Luke________ISLICEN1DA_86.wav,sonar arpaksads sonar sems sonar nóa,Female,Young adult,train
6,audio_data/B20___02_James_______ISLICEN1DA/B20___02_James_______ISLICEN1DA_19.wav,B20___02_James_______ISLICEN1DA_19.wav,boðorð þess,Female,Middle aged,train
3,audio_data/B03___07_Luke________ISLICEN1DA/B03___07_Luke________ISLICEN1DA_80.wav,B03___07_Luke________ISLICEN1DA_80.wav,á ég þá að líkja mönnum þessarar kynslóðar,Female,Young adult,train
5,audio_data/B12___02_Colossians__ISLICEN1DA/B12___02_Colossians__ISLICEN1DA_29.wav,B12___02_Colossians__ISLICEN1DA_29.wav,slíkt er aðeins skuggi þess sem koma átti,Male,Middle aged,train
6,audio_data/B21___02_1Peter______ISLICEN1DA/B21___02_1Peter______ISLICEN1DA_45.wav,B21___02_1Peter______ISLICEN1DA_45.wav,heldur fól það honum á vald sem dæmir réttvíslega,Female,Middle aged,train
5,audio_data/B06___10_Romans______ISLICEN1DA/B06___10_Romans______ISLICEN1DA_09.wav,B06___10_Romans______ISLICEN1DA_09.wav,en réttlætið af trúnni mælir þannig,Male,Middle aged,train
5,audio_data/B17___01_Titus_______ISLICEN1DA/B17___01_Titus_______ISLICEN1DA_08.wav,B17___01_Titus_______ISLICEN1DA_08.wav,lét þig eftir á krít til þess að þú færðir í lag það sem ógert var og skipaðir öldunga í hverri borg,Male,Middle aged,train
5,audio_data/B18___01_Philemon____ISLICEN1DA/B18___01_Philemon____ISLICEN1DA_11.wav,B18___01_Philemon____ISLICEN1DA_11.wav,þótt ég gæti með fullri djörfung í kristi boðið þér að gera það sem skylt er,Male,Middle aged,train
4,audio_data/B04___05_John________ISLICEN1DA/B04___05_John________ISLICEN1DA_57.wav,B04___05_John________ISLICEN1DA_57.wav,að hafa líf í sjálfum sér og hann hefur veitt honum vald til að halda,Female,Senior,train
1,audio_data/B01___15_Matthew_____ISLICEN1DA/B01___15_Matthew_____ISLICEN1DA_51.wav,B01___15_Matthew_____ISLICEN1DA_51.wav,ég kenni í brjósti um mannfjöldann,Male,Senior,train
3,audio_data/B05___26_Acts________ISLICEN1DA/B05___26_Acts________ISLICEN1DA_07.wav,B05___26_Acts________ISLICEN1DA_07.wav,því bið ég þig að hlýða þolinmóður á mig,Female,Young adult,train
4,audio_data/B04___04_John________ISLICEN1DA/B04___04_John________ISLICEN1DA_30.wav,B04___04_John________ISLICEN1DA_30.wav,gef mér þetta vatn svo að mig þyrsti ekki,Female,Senior,train
2,audio_data/B02___06_Mark________ISLICEN1DA/B02___06_Mark________ISLICEN1DA_10.wav,B02___06_Mark________ISLICEN1DA_10.wav,og eru ekki systur hans hér hjá okkur,Male,Young adult,train
2,audio_data/B02___02_Mark________ISLICEN1DA/B02___02_Mark________ISLICEN1DA_15.wav,B02___02_Mark________ISLICEN1DA_15.wav,en til þess að þið vitið að mannssonurinn hefur vald til að fyrirgefa syndir á jörðu,Male,Young adult,train
3,audio_data/B03___18_Luke________ISLICEN1DA/B03___18_Luke________ISLICEN1DA_31.wav,B03___18_Luke________ISLICEN1DA_31.wav,því að hver sem upp hefur sjálfan sig,Female,Young adult,train
7,audio_data/B27___16_Revelation__ISLICEN1DA/B27___16_Revelation__ISLICEN1DA_32.wav,B27___16_Revelation__ISLICEN1DA_32.wav,sjöundi engillinn hellti úr sinni skál yfir loftið og raust mikil kom út úr musterinu,Female,Senior,train
5,audio_data/B06___16_Romans______ISLICEN1DA/B06___16_Romans______ISLICEN1DA_36.wav,B06___16_Romans______ISLICEN1DA_36.wav,sem illt er,Male,Middle aged,train
2,audio_data/B02___13_Mark________ISLICEN1DA/B02___13_Mark________ISLICEN1DA_46.wav,B02___13_Mark________ISLICEN1DA_46.wav,ég hef sagt yður allt fyrir,Male,Young adult,train
5,audio_data/B17___01_Titus_______ISLICEN1DA/B17___01_Titus_______ISLICEN1DA_16.wav,B17___01_Titus_______ISLICEN1DA_16.wav,hann á að vera fastheldinn við hið áreiðanlega orð sem kennt hefur verið til þess að hann sé fær um,Male,Middle aged,train
4,audio_data/B04___21_John________ISLICEN1DA/B04___21_John________ISLICEN1DA_27.wav,B04___21_John________ISLICEN1DA_27.wav,þegar þeir stigu á land sáu þeir fisk lagðan á glóðir,Female,Senior,train
5,audio_data/B08___01_2CorinthiansISLICEN1DA/B08___01_2CorinthiansISLICEN1DA_30.wav,B08___01_2CorinthiansISLICEN1DA_30.wav,hefur stjórnast af hreinskilni og einlægni sem kemur frá guði ekki af mannlegri speki,Male,Middle aged,train
3,audio_data/B05___18_Acts________ISLICEN1DA/B05___18_Acts________ISLICEN1DA_20.wav,B05___18_Acts________ISLICEN1DA_20.wav,þagna ekki,Female,Young adult,train
3,audio_data/B05___08_Acts________ISLICEN1DA/B05___08_Acts________ISLICEN1DA_47.wav,B05___08_Acts________ISLICEN1DA_47.wav,hann hafði farið til jerúsalem til að biðjast fyrir og var á heimleið,Female,Young adult,train
7,audio_data/B27___01_Revelation__ISLICEN1DA/B27___01_Revelation__ISLICEN1DA_12.wav,B27___01_Revelation__ISLICEN1DA_12.wav,hann elskar oss og leysti oss frá syndum vorum með blóði sínu og,Female,Senior,train
5,audio_data/B07___16_1CorinthiansISLICEN1DA/B07___16_1CorinthiansISLICEN1DA_03.wav,B07___16_1CorinthiansISLICEN1DA_03.wav,hvern fyrsta dag vikunnar skal hvert ykkar leggja í sjóð heima hjá sér það sem efni leyfa,Male,Middle aged,train
2,audio_data/B02___02_Mark________ISLICEN1DA/B02___02_Mark________ISLICEN1DA_46.wav,B02___02_Mark________ISLICEN1DA_46.wav,á hvíldardegi,Male,Young adult,train
3,audio_data/B05___19_Acts________ISLICEN1DA/B05___19_Acts________ISLICEN1DA_85.wav,B05___19_Acts________ISLICEN1DA_85.wav,en ef þið hafið annars að krefja má gera út um það á löglegu þingi,Female,Young adult,train
2,audio_data/B02___16_Mark________ISLICEN1DA/B02___16_Mark________ISLICEN1DA_38.wav,B02___16_Mark________ISLICEN1DA_38.wav,þegar nú drottinn jesús hafði talað við þá var hann upp numinn til himins,Male,Young adult,train
5,audio_data/B06___07_Romans______ISLICEN1DA/B06___07_Romans______ISLICEN1DA_01.wav,B06___07_Romans______ISLICEN1DA_01.wav,þið vitið systkin,Male,Middle aged,train
3,audio_data/B03___16_Luke________ISLICEN1DA/B03___16_Luke________ISLICEN1DA_70.wav,B03___16_Luke________ISLICEN1DA_70.wav,en hann sagði,Female,Young adult,train
2,audio_data/B02___09_Mark________ISLICEN1DA/B02___09_Mark________ISLICEN1DA_57.wav,B02___09_Mark________ISLICEN1DA_57.wav,en þeir skildu ekki það sem hann sagði og þorðu ekki að spyrja hann,Male,Young adult,train
2,audio_data/B02___08_Mark________ISLICEN1DA/B02___08_Mark________ISLICEN1DA_67.wav,B02___08_Mark________ISLICEN1DA_67.wav,og hann lagði ríkt á við þá að segja engum frá sér,Male,Young adult,train
3,audio_data/B05___09_Acts________ISLICEN1DA/B05___09_Acts________ISLICEN1DA_51.wav,B05___09_Acts________ISLICEN1DA_51.wav,en lærisveinarnir tóku hann um nótt og komu honum út fyrir borgarmúrinn með því að láta hann síga ofan,Female,Young adult,train
