speaker_id,filepath,filename,sentence,gender,age_group,status
1,Bible_Split_Corp_audio/B01___25_Matthew_____ISLICEN1DA/B01___25_Matthew_____ISLICEN1DA_05.wav,B01___25_Matthew_____ISLICEN1DA_05.wav,um miðnætti kvað við hróp brúðguminn kemur farið til móts við hann þá vöknuðu meyjarnar allar og tóku til lampa sína,Male,Senior,train
3,Bible_Split_Corp_audio/B03___05_Luke________ISLICEN1DA/B03___05_Luke________ISLICEN1DA_56.wav,B03___05_Luke________ISLICEN1DA_56.wav,en jesús skynjaði gjörla hugsanir þeirra og sagði við þá,Female,Young adult,train
5,Bible_Split_Corp_audio/B07___01_1CorinthiansISLICEN1DA/B07___01_1CorinthiansISLICEN1DA_21.wav,B07___01_1CorinthiansISLICEN1DA_21.wav,að þrætur eigi sér stað á meðal ykkar,Male,Middle aged,train
5,Bible_Split_Corp_audio/B15___06_1Timothy____ISLICEN1DA/B15___06_1Timothy____ISLICEN1DA_21.wav,B15___06_1Timothy____ISLICEN1DA_21.wav,í viðurvist margra votta,Male,Middle aged,train
6,Bible_Split_Corp_audio/B19___07_Hebrews_____ISLICEN1DA/B19___07_Hebrews_____ISLICEN1DA_06.wav,B19___07_Hebrews_____ISLICEN1DA_06.wav,salemkonungur,Female,Middle aged,train
5,Bible_Split_Corp_audio/B10___05_Ephesians___ISLICEN1DA/B10___05_Ephesians___ISLICEN1DA_34.wav,B10___05_Ephesians___ISLICEN1DA_34.wav,eins og drottni,Male,Middle aged,train
5,Bible_Split_Corp_audio/B07___05_1CorinthiansISLICEN1DA/B07___05_1CorinthiansISLICEN1DA_19.wav,B07___05_1CorinthiansISLICEN1DA_19.wav,en nú rita ég ykkur að þið skuluð ekki umgangast nokkurn þann er nefnir sig bróður,Male,Middle aged,train
5,Bible_Split_Corp_audio/B06___04_Romans______ISLICEN1DA/B06___04_Romans______ISLICEN1DA_20.wav,B06___04_Romans______ISLICEN1DA_20.wav,til staðfestingar á því réttlæti af trú sem hann átti óumskorinn,Male,Middle aged,train
1,Bible_Split_Corp_audio/B01___01_Matthew_____ISLICEN1DA/B01___01_Matthew_____ISLICEN1DA_27.wav,B01___01_Matthew_____ISLICEN1DA_27.wav,hann skaltu láta heita jesú því að hann mun frelsa lýð sinn frá syndum hans allt,Male,Senior,train
5,Bible_Split_Corp_audio/B08___04_2CorinthiansISLICEN1DA/B08___04_2CorinthiansISLICEN1DA_33.wav,B08___04_2CorinthiansISLICEN1DA_33.wav,þrenging mín er skammvinn og léttbær og aflar mér eilífrar dýrðar,Male,Middle aged,train
3,Bible_Split_Corp_audio/B03___13_Luke________ISLICEN1DA/B03___13_Luke________ISLICEN1DA_31.wav,B03___13_Luke________ISLICEN1DA_31.wav,lagði jesús hendur yfir hana og jafnskjótt gat hún rétt úr sér og lofaði guð,Female,Young adult,train
2,Bible_Split_Corp_audio/B02___05_Mark________ISLICEN1DA/B02___05_Mark________ISLICEN1DA_74.wav,B02___05_Mark________ISLICEN1DA_74.wav,rís upp,Male,Young adult,train
5,Bible_Split_Corp_audio/B06___04_Romans______ISLICEN1DA/B06___04_Romans______ISLICEN1DA_21.wav,B06___04_Romans______ISLICEN1DA_21.wav,þannig skyldi hann vera faðir allra þeirra sem trúa óumskornir svo að réttlætið tilreiknist þeim,Male,Middle aged,train
5,Bible_Split_Corp_audio/B09___01_Galatians___ISLICEN1DA/B09___01_Galatians___ISLICEN1DA_16.wav,B09___01_Galatians___ISLICEN1DA_16.wav,eins og ég hef áður sagt eins segi ég nú aftur,Male,Middle aged,train
3,Bible_Split_Corp_audio/B03___18_Luke________ISLICEN1DA/B03___18_Luke________ISLICEN1DA_90.wav,B03___18_Luke________ISLICEN1DA_90.wav,er hann kom nær spurði jesús hann,Female,Young adult,train
2,Bible_Split_Corp_audio/B02___08_Mark________ISLICEN1DA/B02___08_Mark________ISLICEN1DA_33.wav,B02___08_Mark________ISLICEN1DA_33.wav,þið hafið augu sjáið þið ekki,Male,Young adult,train
7,Bible_Split_Corp_audio/B27___22_Revelation__ISLICEN1DA/B27___22_Revelation__ISLICEN1DA_15.wav,B27___22_Revelation__ISLICEN1DA_15.wav,sæll er sá sem varðveitir spádómsorð þessarar bókar,Female,Senior,train
4,Bible_Split_Corp_audio/B04___07_John________ISLICEN1DA/B04___07_John________ISLICEN1DA_46.wav,B04___07_John________ISLICEN1DA_46.wav,jesús svaraði því,Female,Senior,train
3,Bible_Split_Corp_audio/B03___05_Luke________ISLICEN1DA/B03___05_Luke________ISLICEN1DA_82.wav,B03___05_Luke________ISLICEN1DA_82.wav,heldur syndara,Female,Young adult,train
2,Bible_Split_Corp_audio/B02___09_Mark________ISLICEN1DA/B02___09_Mark________ISLICEN1DA_10.wav,B02___09_Mark________ISLICEN1DA_10.wav,gott er að við erum hér gerum þrjár tjaldbúðir þér eina,Male,Young adult,train
3,Bible_Split_Corp_audio/B03___10_Luke________ISLICEN1DA/B03___10_Luke________ISLICEN1DA_17.wav,B03___10_Luke________ISLICEN1DA_17.wav,og hvar sem þér komið í borg og tekið er við yður,Female,Young adult,train
5,Bible_Split_Corp_audio/B07___03_1CorinthiansISLICEN1DA/B07___03_1CorinthiansISLICEN1DA_23.wav,B07___03_1CorinthiansISLICEN1DA_23.wav,jesús kristur,Male,Middle aged,train
5,Bible_Split_Corp_audio/B12___04_Colossians__ISLICEN1DA/B12___04_Colossians__ISLICEN1DA_09.wav,B12___04_Colossians__ISLICEN1DA_09.wav,hverjum,Male,Middle aged,train
7,Bible_Split_Corp_audio/B27___15_Revelation__ISLICEN1DA/B27___15_Revelation__ISLICEN1DA_19.wav,B27___15_Revelation__ISLICEN1DA_19.wav,fullar reiði guðs hans sem lifir um aldir alda,Female,Senior,train
4,Bible_Split_Corp_audio/B04___04_John________ISLICEN1DA/B04___04_John________ISLICEN1DA_109.wav,B04___04_John________ISLICEN1DA_109.wav,konungsmaður bað hann,Female,Senior,train
5,Bible_Split_Corp_audio/B06___10_Romans______ISLICEN1DA/B06___10_Romans______ISLICEN1DA_44.wav,B06___10_Romans______ISLICEN1DA_44.wav,hafa þeir ekki heyrt,Male,Middle aged,train
6,Bible_Split_Corp_audio/B19___04_Hebrews_____ISLICEN1DA/B19___04_Hebrews_____ISLICEN1DA_29.wav,B19___04_Hebrews_____ISLICEN1DA_29.wav,honum eigum við reikningsskil að gera,Female,Middle aged,train
5,Bible_Split_Corp_audio/B13___05_1Thess______ISLICEN1DA/B13___05_1Thess______ISLICEN1DA_18.wav,B13___05_1Thess______ISLICEN1DA_18.wav,ykkur systkin að meta þá að verðleikum sem erfiða á meðal ykkar,Male,Middle aged,train
3,Bible_Split_Corp_audio/B03___16_Luke________ISLICEN1DA/B03___16_Luke________ISLICEN1DA_27.wav,B03___16_Luke________ISLICEN1DA_27.wav,og ég segi ykkur,Female,Young adult,train
3,Bible_Split_Corp_audio/B05___20_Acts________ISLICEN1DA/B05___20_Acts________ISLICEN1DA_10.wav,B05___20_Acts________ISLICEN1DA_10.wav,gajus frá derbe tímóteus og asíumennirnir týkíkus,Female,Young adult,train
5,Bible_Split_Corp_audio/B16___04_2Timothy____ISLICEN1DA/B16___04_2Timothy____ISLICEN1DA_23.wav,B16___04_2Timothy____ISLICEN1DA_23.wav,týkíkus hef ég sent til efesus,Male,Middle aged,train
3,Bible_Split_Corp_audio/B05___28_Acts________ISLICEN1DA/B05___28_Acts________ISLICEN1DA_04.wav,B05___28_Acts________ISLICEN1DA_04.wav,páll tók saman hrísvöndul og lagði á eldinn skreið þá út naðra undan hitanum og festi sig á hönd hans,Female,Young adult,train
1,Bible_Split_Corp_audio/B01___26_Matthew_____ISLICEN1DA/B01___26_Matthew_____ISLICEN1DA_38.wav,B01___26_Matthew_____ISLICEN1DA_38.wav,og gaf lærisveinunum og sagði takið og etið þetta er líkami minn,Male,Senior,train
3,Bible_Split_Corp_audio/B05___22_Acts________ISLICEN1DA/B05___22_Acts________ISLICEN1DA_10.wav,B05___22_Acts________ISLICEN1DA_10.wav,æðsti presturinn og allt öldungaráðið geta borið mér vitni um þetta,Female,Young adult,train
3,Bible_Split_Corp_audio/B03___22_Luke________ISLICEN1DA/B03___22_Luke________ISLICEN1DA_82.wav,B03___22_Luke________ISLICEN1DA_82.wav,biðjið að þið fallið ekki í freistni,Female,Young adult,train
3,Bible_Split_Corp_audio/B05___08_Acts________ISLICEN1DA/B05___08_Acts________ISLICEN1DA_79.wav,B05___08_Acts________ISLICEN1DA_79.wav,en filippus kom fram í asdód fór um og flutti fagnaðarerindið í hverri borg,Female,Young adult,train
1,Bible_Split_Corp_audio/B01___13_Matthew_____ISLICEN1DA/B01___13_Matthew_____ISLICEN1DA_12.wav,B01___13_Matthew_____ISLICEN1DA_12.wav,en sumt féll í góða jörð og bar ávöxt sumt hundraðfaldan sumt sextugfaldan,Male,Senior,train
5,Bible_Split_Corp_audio/B10___04_Ephesians___ISLICEN1DA/B10___04_Ephesians___ISLICEN1DA_51.wav,B10___04_Ephesians___ISLICEN1DA_51.wav,eins og guð hefur í kristi fyrirgefið ykkur,Male,Middle aged,train
5,Bible_Split_Corp_audio/B06___05_Romans______ISLICEN1DA/B06___05_Romans______ISLICEN1DA_22.wav,B06___05_Romans______ISLICEN1DA_22.wav,syndin kom inn í heiminn með einum manni og dauðinn með syndinni,Male,Middle aged,train
5,Bible_Split_Corp_audio/B07___07_1CorinthiansISLICEN1DA/B07___07_1CorinthiansISLICEN1DA_72.wav,B07___07_1CorinthiansISLICEN1DA_72.wav,ógifta konan og mærin bera fyrir brjósti að vera heilagar á sál og líkama,Male,Middle aged,train
6,Bible_Split_Corp_audio/B19___03_Hebrews_____ISLICEN1DA/B19___03_Hebrews_____ISLICEN1DA_39.wav,B19___03_Hebrews_____ISLICEN1DA_39.wav,við sjáum að sakir vantrúar fengu þeir eigi gengið inn,Female,Middle aged,train
3,Bible_Split_Corp_audio/B03___17_Luke________ISLICEN1DA/B03___17_Luke________ISLICEN1DA_24.wav,B03___17_Luke________ISLICEN1DA_24.wav,þá er þér hafið gert allt sem yður var boðið,Female,Young adult,train
6,Bible_Split_Corp_audio/B20___05_James_______ISLICEN1DA/B20___05_James_______ISLICEN1DA_37.wav,B20___05_James_______ISLICEN1DA_37.wav,elía var maður eins og við,Female,Middle aged,train
3,Bible_Split_Corp_audio/B05___27_Acts________ISLICEN1DA/B05___27_Acts________ISLICEN1DA_23.wav,B05___27_Acts________ISLICEN1DA_23.wav,sú höfn er á krít og veit til útsuðurs og útnorðurs,Female,Young adult,train
2,Bible_Split_Corp_audio/B02___05_Mark________ISLICEN1DA/B02___05_Mark________ISLICEN1DA_32.wav,B02___05_Mark________ISLICEN1DA_32.wav,þar kom og einn af samkundustjórunum jaírus að nafni og er hann sá jesú,Male,Young adult,train
7,Bible_Split_Corp_audio/B27___04_Revelation__ISLICEN1DA/B27___04_Revelation__ISLICEN1DA_20.wav,B27___04_Revelation__ISLICEN1DA_20.wav,dag og nótt syngja þær án afláts heilagur heilagur heilagur,Female,Senior,train
3,Bible_Split_Corp_audio/B03___18_Luke________ISLICEN1DA/B03___18_Luke________ISLICEN1DA_44.wav,B03___18_Luke________ISLICEN1DA_44.wav,hvað á ég að gera til þess að öðlast eilíft líf,Female,Young adult,train
5,Bible_Split_Corp_audio/B06___02_Romans______ISLICEN1DA/B06___02_Romans______ISLICEN1DA_25.wav,B06___02_Romans______ISLICEN1DA_25.wav,eftir því þegar heiðingjar sem þekkja ekki lögmál móse gera það eftir eðlisboði sem lögmál guðs,Male,Middle aged,train
3,Bible_Split_Corp_audio/B05___20_Acts________ISLICEN1DA/B05___20_Acts________ISLICEN1DA_25.wav,B05___20_Acts________ISLICEN1DA_25.wav,allt fram í dögun,Female,Young adult,train
1,Bible_Split_Corp_audio/B01___04_Matthew_____ISLICEN1DA/B01___04_Matthew_____ISLICEN1DA_24.wav,B01___04_Matthew_____ISLICEN1DA_24.wav,himnaríki er í nánd,Male,Senior,train
5,Bible_Split_Corp_audio/B16___02_2Timothy____ISLICEN1DA/B16___02_2Timothy____ISLICEN1DA_22.wav,B16___02_2Timothy____ISLICEN1DA_22.wav,minn á þetta og heit á þá fyrir augliti guðs að eiga ekki í orðastælum til einskis gagns áheyrendum til falls,Male,Middle aged,train
5,Bible_Split_Corp_audio/B10___06_Ephesians___ISLICEN1DA/B10___06_Ephesians___ISLICEN1DA_26.wav,B10___06_Ephesians___ISLICEN1DA_26.wav,gerið það með bæn og beiðni og biðjið á hverri tíð í anda,Male,Middle aged,train
3,Bible_Split_Corp_audio/B03___22_Luke________ISLICEN1DA/B03___22_Luke________ISLICEN1DA_60.wav,B03___22_Luke________ISLICEN1DA_60.wav,jesús mælti,Female,Young adult,train
2,Bible_Split_Corp_audio/B02___05_Mark________ISLICEN1DA/B02___05_Mark________ISLICEN1DA_55.wav,B02___05_Mark________ISLICEN1DA_55.wav,meðan hann var að segja þetta koma menn heiman frá samkundustjóranum og segja,Male,Young adult,train
7,Bible_Split_Corp_audio/B27___03_Revelation__ISLICEN1DA/B27___03_Revelation__ISLICEN1DA_44.wav,B27___03_Revelation__ISLICEN1DA_44.wav,kauptu líka smyrsl á augu þín til þess að þú getir séð,Female,Senior,train
4,Bible_Split_Corp_audio/B04___12_John________ISLICEN1DA/B04___12_John________ISLICEN1DA_61.wav,B04___12_John________ISLICEN1DA_61.wav,ef hveitikornið fellur ekki í jörðina og deyr,Female,Senior,train
5,Bible_Split_Corp_audio/B06___04_Romans______ISLICEN1DA/B06___04_Romans______ISLICEN1DA_30.wav,B06___04_Romans______ISLICEN1DA_30.wav,því er fyrirheitið bundið við trúna að það er gefið af náð og á að gilda fyrir alla niðja abrahams,Male,Middle aged,train
4,Bible_Split_Corp_audio/B04___06_John________ISLICEN1DA/B04___06_John________ISLICEN1DA_61.wav,B04___06_John________ISLICEN1DA_61.wav,sögðu þeir við hann drottinn,Female,Senior,train
7,Bible_Split_Corp_audio/B27___04_Revelation__ISLICEN1DA/B27___04_Revelation__ISLICEN1DA_09.wav,B27___04_Revelation__ISLICEN1DA_09.wav,í þeim sátu tuttugu og fjórir öldungar skrýddir hvítum klæðum og voru gullkórónur á höfðum þeirra,Female,Senior,train
5,Bible_Split_Corp_audio/B14___03_2Thess______ISLICEN1DA/B14___03_2Thess______ISLICEN1DA_19.wav,B14___03_2Thess______ISLICEN1DA_19.wav,slíkum mönnum býð ég og áminni vegna drottins jesú krists að vinna kyrrlátlega og sjá fyrir sér sjálfir,Male,Middle aged,train
6,Bible_Split_Corp_audio/B21___01_1Peter______ISLICEN1DA/B21___01_1Peter______ISLICEN1DA_06.wav,B21___01_1Peter______ISLICEN1DA_06.wav,náð og friður margfaldist með yður,Female,Middle aged,train
3,Bible_Split_Corp_audio/B05___27_Acts________ISLICEN1DA/B05___27_Acts________ISLICEN1DA_72.wav,B05___27_Acts________ISLICEN1DA_72.wav,þeir losuðu akkerin og létu þau eftir í sjónum leystu um leið stýrisböndin,Female,Young adult,train
3,Bible_Split_Corp_audio/B05___09_Acts________ISLICEN1DA/B05___09_Acts________ISLICEN1DA_18.wav,B05___09_Acts________ISLICEN1DA_18.wav,í damaskus var lærisveinn nokkur sem hét ananías við hann sagði drottinn í sýn,Female,Young adult,train
5,Bible_Split_Corp_audio/B12___02_Colossians__ISLICEN1DA/B12___02_Colossians__ISLICEN1DA_08.wav,B12___02_Colossians__ISLICEN1DA_08.wav,og horfi með fögnuði á góða skipan hjá ykkur og festu ykkar í trúnni,Male,Middle aged,train
4,Bible_Split_Corp_audio/B04___03_John________ISLICEN1DA/B04___03_John________ISLICEN1DA_23.wav,B04___03_John________ISLICEN1DA_23.wav,hvernig má þetta verða,Female,Senior,train
3,Bible_Split_Corp_audio/B03___10_Luke________ISLICEN1DA/B03___10_Luke________ISLICEN1DA_09.wav,B03___10_Luke________ISLICEN1DA_09.wav,hvar sem þér komið í hús þá segið fyrst,Female,Young adult,train
7,Bible_Split_Corp_audio/B27___10_Revelation__ISLICEN1DA/B27___10_Revelation__ISLICEN1DA_03.wav,B27___10_Revelation__ISLICEN1DA_03.wav,hann hélt á lítilli opinni bók í hendinni,Female,Senior,train
1,Bible_Split_Corp_audio/B01___20_Matthew_____ISLICEN1DA/B01___20_Matthew_____ISLICEN1DA_04.wav,B01___20_Matthew_____ISLICEN1DA_04.wav,síðan gekk hann út um dagmál og sá aðra menn standa á torginu iðjulausa,Male,Senior,train
5,Bible_Split_Corp_audio/B15___04_1Timothy____ISLICEN1DA/B15___04_1Timothy____ISLICEN1DA_13.wav,B15___04_1Timothy____ISLICEN1DA_13.wav,þess vegna leggjum við á okkur erfiði og þreytum stríð,Male,Middle aged,train
5,Bible_Split_Corp_audio/B09___03_Galatians___ISLICEN1DA/B09___03_Galatians___ISLICEN1DA_54.wav,B09___03_Galatians___ISLICEN1DA_54.wav,en nú eftir að trúin er komin erum við ekki lengur undir tyftara,Male,Middle aged,train
3,Bible_Split_Corp_audio/B05___13_Acts________ISLICEN1DA/B05___13_Acts________ISLICEN1DA_31.wav,B05___13_Acts________ISLICEN1DA_31.wav,þá stóð páll upp benti til hljóðs með hendinni og sagði,Female,Young adult,train
1,Bible_Split_Corp_audio/B01___23_Matthew_____ISLICEN1DA/B01___23_Matthew_____ISLICEN1DA_41.wav,B01___23_Matthew_____ISLICEN1DA_41.wav,grafir spámannanna og skreytið leiði réttlátra og segið ef vér hefðum lifað á dögum,Male,Senior,train
1,Bible_Split_Corp_audio/B01___14_Matthew_____ISLICEN1DA/B01___14_Matthew_____ISLICEN1DA_15.wav,B01___14_Matthew_____ISLICEN1DA_15.wav,um kvöldið komu lærisveinarnir að máli við jesú og sögðu hér er engin mannabyggð og dagur liðinn,Male,Senior,train
3,Bible_Split_Corp_audio/B03___03_Luke________ISLICEN1DA/B03___03_Luke________ISLICEN1DA_59.wav,B03___03_Luke________ISLICEN1DA_59.wav,sonar jósefs,Female,Young adult,train
5,Bible_Split_Corp_audio/B07___12_1CorinthiansISLICEN1DA/B07___12_1CorinthiansISLICEN1DA_25.wav,B07___12_1CorinthiansISLICEN1DA_25.wav,og ef eyrað segði,Male,Middle aged,train
5,Bible_Split_Corp_audio/B06___03_Romans______ISLICEN1DA/B06___03_Romans______ISLICEN1DA_31.wav,B06___03_Romans______ISLICEN1DA_31.wav,opin gröf er kok þeirra með tungum sínum draga þeir á tálar,Male,Middle aged,train
4,Bible_Split_Corp_audio/B04___21_John________ISLICEN1DA/B04___21_John________ISLICEN1DA_36.wav,B04___21_John________ISLICEN1DA_36.wav,enginn lærisveinanna dirfðist að spyrja hann,Female,Senior,train
4,Bible_Split_Corp_audio/B04___20_John________ISLICEN1DA/B04___20_John________ISLICEN1DA_04.wav,B04___20_John________ISLICEN1DA_04.wav,hún hleypur því og kemur til símonar péturs og hins lærisveinsins,Female,Senior,train
5,Bible_Split_Corp_audio/B07___08_1CorinthiansISLICEN1DA/B07___08_1CorinthiansISLICEN1DA_11.wav,B07___08_1CorinthiansISLICEN1DA_11.wav,guð föðurinn sem skapað hefur alla hluti og líf okkar stefnir,Male,Middle aged,train
3,Bible_Split_Corp_audio/B03___08_Luke________ISLICEN1DA/B03___08_Luke________ISLICEN1DA_79.wav,B03___08_Luke________ISLICEN1DA_79.wav,ég bið þig kvel þú mig eigi,Female,Young adult,train
6,Bible_Split_Corp_audio/B21___01_1Peter______ISLICEN1DA/B21___01_1Peter______ISLICEN1DA_18.wav,B21___01_1Peter______ISLICEN1DA_18.wav,óumræðilegri og dýrlegri gleði þegar þið eruð að ná takmarki trúar ykkar,Female,Middle aged,train
7,Bible_Split_Corp_audio/B23___01_1John_______ISLICEN1DA/B23___01_1John_______ISLICEN1DA_11.wav,B23___01_1John_______ISLICEN1DA_11.wav,ef við segjum við höfum samfélag við hann og göngum þó í myrkrinu,Female,Senior,train
6,Bible_Split_Corp_audio/B19___12_Hebrews_____ISLICEN1DA/B19___12_Hebrews_____ISLICEN1DA_32.wav,B19___12_Hebrews_____ISLICEN1DA_32.wav,þið vitið að það fór líka svo fyrir honum að hann var rækur ger þegar hann síðar vildi öðlast blessunina,Female,Middle aged,train
3,Bible_Split_Corp_audio/B05___15_Acts________ISLICEN1DA/B05___15_Acts________ISLICEN1DA_44.wav,B05___15_Acts________ISLICEN1DA_44.wav,postularnir og öldungarnir bræður yðar senda kristnum mönnum í antíokkíu,Female,Young adult,train
1,Bible_Split_Corp_audio/B01___01_Matthew_____ISLICEN1DA/B01___01_Matthew_____ISLICEN1DA_21.wav,B01___01_Matthew_____ISLICEN1DA_21.wav,fæðing jesú krists varð á þennan hátt maría móðir hans var föstnuð jósef,Male,Senior,train
3,Bible_Split_Corp_audio/B05___13_Acts________ISLICEN1DA/B05___13_Acts________ISLICEN1DA_30.wav,B05___13_Acts________ISLICEN1DA_30.wav,bræður ef þið hafið einhver hvatningarorð til fólksins takið þá til máls,Female,Young adult,train
3,Bible_Split_Corp_audio/B05___20_Acts________ISLICEN1DA/B05___20_Acts________ISLICEN1DA_01.wav,B05___20_Acts________ISLICEN1DA_01.wav,þegar þessum látum linnti sendi páll eftir lærisveinunum uppörvaði þá,Female,Young adult,train
7,Bible_Split_Corp_audio/B27___06_Revelation__ISLICEN1DA/B27___06_Revelation__ISLICEN1DA_21.wav,B27___06_Revelation__ISLICEN1DA_21.wav,þeim var gefið vald yfir fjórða hluta jarðarinnar og áttu að deyða mennina í styrjöldum,Female,Senior,train
5,Bible_Split_Corp_audio/B08___04_2CorinthiansISLICEN1DA/B08___04_2CorinthiansISLICEN1DA_04.wav,B08___04_2CorinthiansISLICEN1DA_04.wav,heldur birti ég sannleikann,Male,Middle aged,train
3,Bible_Split_Corp_audio/B03___10_Luke________ISLICEN1DA/B03___10_Luke________ISLICEN1DA_06.wav,B03___10_Luke________ISLICEN1DA_06.wav,biðjið því drottin uppskerunnar að senda verkamenn til uppskeru sinnar,Female,Young adult,train
1,Bible_Split_Corp_audio/B01___17_Matthew_____ISLICEN1DA/B01___17_Matthew_____ISLICEN1DA_37.wav,B01___17_Matthew_____ISLICEN1DA_37.wav,en á þriðja degi mun hann upp rísa,Male,Senior,train
1,Bible_Split_Corp_audio/B01___15_Matthew_____ISLICEN1DA/B01___15_Matthew_____ISLICEN1DA_30.wav,B01___15_Matthew_____ISLICEN1DA_30.wav,saurgar engan mann,Male,Senior,train
3,Bible_Split_Corp_audio/B05___23_Acts________ISLICEN1DA/B05___23_Acts________ISLICEN1DA_61.wav,B05___23_Acts________ISLICEN1DA_61.wav,komst ég þá að raun um að hann var kærður vegna ágreinings um lögmál þeirra en engin sök var honum gefin er sætir dauða,Female,Young adult,train
