speaker_id,filepath,filename,sentence,gender,age_group,status
4,audio_data/B04___11_John________ISLICEN1DA/B04___11_John________ISLICEN1DA_18.wav,B04___11_John________ISLICEN1DA_18.wav,förum aftur til júdeu,Female,Senior,train
6,audio_data/B19___10_Hebrews_____ISLICEN1DA/B19___10_Hebrews_____ISLICEN1DA_30.wav,B19___10_Hebrews_____ISLICEN1DA_30.wav,segir drottinn lög mín vil ég leggja í hjörtu þeirra,Female,Middle aged,train
3,audio_data/B05___16_Acts________ISLICEN1DA/B05___16_Acts________ISLICEN1DA_27.wav,B05___16_Acts________ISLICEN1DA_27.wav,opnaði drottinn hjarta hennar og hún tók við því sem páll sagði,Female,Young adult,train
1,audio_data/B01___28_Matthew_____ISLICEN1DA/B01___28_Matthew_____ISLICEN1DA_20.wav,B01___28_Matthew_____ISLICEN1DA_20.wav,þar sáu þeir hann og veittu honum lotningu en sumir voru í vafa,Male,Senior,train
5,audio_data/B06___07_Romans______ISLICEN1DA/B06___07_Romans______ISLICEN1DA_24.wav,B06___07_Romans______ISLICEN1DA_24.wav,girnd,Male,Middle aged,train
3,audio_data/B03___02_Luke________ISLICEN1DA/B03___02_Luke________ISLICEN1DA_02.wav,B03___02_Luke________ISLICEN1DA_02.wav,þetta var fyrsta skrásetningin og var gerð þá er kýreníus var landstjóri á sýrlandi fóru,Female,Young adult,train
3,audio_data/B05___03_Acts________ISLICEN1DA/B05___03_Acts________ISLICEN1DA_11.wav,B05___03_Acts________ISLICEN1DA_11.wav,en það sem ég hef það gef ég þér,Female,Young adult,train
7,audio_data/B27___09_Revelation__ISLICEN1DA/B27___09_Revelation__ISLICEN1DA_33.wav,B27___09_Revelation__ISLICEN1DA_33.wav,ég sá líka í sýninni hestana og þá sem riðu þeim,Female,Senior,train
3,audio_data/B03___04_Luke________ISLICEN1DA/B03___04_Luke________ISLICEN1DA_14.wav,B03___04_Luke________ISLICEN1DA_14.wav,ritað er,Female,Young adult,train
1,audio_data/B01___20_Matthew_____ISLICEN1DA/B01___20_Matthew_____ISLICEN1DA_37.wav,B01___20_Matthew_____ISLICEN1DA_37.wav,þið vitið að þeir sem ráða fyrir þjóðum drottna yfir þeim og höfðingjar láta menn,Male,Senior,train
1,audio_data/B01___09_Matthew_____ISLICEN1DA/B01___09_Matthew_____ISLICEN1DA_24.wav,B01___09_Matthew_____ISLICEN1DA_24.wav,jesús svaraði þeim,Male,Senior,train
1,audio_data/B01___18_Matthew_____ISLICEN1DA/B01___18_Matthew_____ISLICEN1DA_39.wav,B01___18_Matthew_____ISLICEN1DA_39.wav,þá féll þjónninn til fóta honum og sagði haf biðlund við mig og ég mun borga þér,Male,Senior,train
5,audio_data/B15___05_1Timothy____ISLICEN1DA/B15___05_1Timothy____ISLICEN1DA_07.wav,B15___05_1Timothy____ISLICEN1DA_07.wav,og biður nótt og dag,Male,Middle aged,train
7,audio_data/B27___22_Revelation__ISLICEN1DA/B27___22_Revelation__ISLICEN1DA_31.wav,B27___22_Revelation__ISLICEN1DA_31.wav,úti gista hundarnir og töframennirnir og frillulífismennirnir og manndrápararnir,Female,Senior,train
6,audio_data/B19___11_Hebrews_____ISLICEN1DA/B19___11_Hebrews_____ISLICEN1DA_37.wav,B19___11_Hebrews_____ISLICEN1DA_37.wav,þeir sem slíkt mæla sýna með því að þeir eru að leita eigin ættjarðar,Female,Middle aged,train
7,audio_data/B23___05_1John_______ISLICEN1DA/B23___05_1John_______ISLICEN1DA_20.wav,B23___05_1John_______ISLICEN1DA_20.wav,en vitnisburður guðs er meiri,Female,Senior,train
5,audio_data/B07___10_1CorinthiansISLICEN1DA/B07___10_1CorinthiansISLICEN1DA_33.wav,B07___10_1CorinthiansISLICEN1DA_33.wav,hvað segi ég,Male,Middle aged,train
4,audio_data/B04___20_John________ISLICEN1DA/B04___20_John________ISLICEN1DA_73.wav,B04___20_John________ISLICEN1DA_73.wav,fyrirgefur guð þær,Female,Senior,train
3,audio_data/B05___21_Acts________ISLICEN1DA/B05___21_Acts________ISLICEN1DA_53.wav,B05___21_Acts________ISLICEN1DA_53.wav,þá mega allir sjá að ekkert er hæft í því sem þeim hefur verið sagt um þig,Female,Young adult,train
4,audio_data/B04___15_John________ISLICEN1DA/B04___15_John________ISLICEN1DA_42.wav,B04___15_John________ISLICEN1DA_42.wav,af heiminum,Female,Senior,train
5,audio_data/B06___08_Romans______ISLICEN1DA/B06___08_Romans______ISLICEN1DA_15.wav,B06___08_Romans______ISLICEN1DA_15.wav,þau sem lúta eigin hag geta ekki þóknast guði en þið,Male,Middle aged,train
1,audio_data/B01___20_Matthew_____ISLICEN1DA/B01___20_Matthew_____ISLICEN1DA_47.wav,B01___20_Matthew_____ISLICEN1DA_47.wav,jesús nam staðar kallaði á þá og sagði,Male,Senior,train
4,audio_data/B04___12_John________ISLICEN1DA/B04___12_John________ISLICEN1DA_72.wav,B04___12_John________ISLICEN1DA_72.wav,ég er kominn til þess að mæta þessari stundu,Female,Senior,train
3,audio_data/B05___05_Acts________ISLICEN1DA/B05___05_Acts________ISLICEN1DA_64.wav,B05___05_Acts________ISLICEN1DA_64.wav,ekki alls fyrir löngu kom þevdas fram og þóttist vera eitthvað,Female,Young adult,train
5,audio_data/B06___06_Romans______ISLICEN1DA/B06___06_Romans______ISLICEN1DA_18.wav,B06___06_Romans______ISLICEN1DA_18.wav,ef,Male,Middle aged,train
4,audio_data/B04___09_John________ISLICEN1DA/B04___09_John________ISLICEN1DA_54.wav,B04___09_John________ISLICEN1DA_54.wav,og spurðu þá,Female,Senior,train
3,audio_data/B03___04_Luke________ISLICEN1DA/B03___04_Luke________ISLICEN1DA_24.wav,B03___04_Luke________ISLICEN1DA_24.wav,þú skalt ekki freista drottins guðs þíns þegar,Female,Young adult,train
4,audio_data/B04___04_John________ISLICEN1DA/B04___04_John________ISLICEN1DA_39.wav,B04___04_John________ISLICEN1DA_39.wav,því þú hef ur átt fimm menn,Female,Senior,train
4,audio_data/B04___19_John________ISLICEN1DA/B04___19_John________ISLICEN1DA_139.wav,B04___19_John________ISLICEN1DA_139.wav,pundum,Female,Senior,train
5,audio_data/B07___09_1CorinthiansISLICEN1DA/B07___09_1CorinthiansISLICEN1DA_57.wav,B07___09_1CorinthiansISLICEN1DA_57.wav,sérhver sem tekur þátt í kappleikjum leggur hart að sér,Male,Middle aged,train
7,audio_data/B23___02_1John_______ISLICEN1DA/B23___02_1John_______ISLICEN1DA_55.wav,B23___02_1John_______ISLICEN1DA_55.wav,hver er lygari ef ekki sá sem neitar að jesús sé kristur,Female,Senior,train
7,audio_data/B23___05_1John_______ISLICEN1DA/B23___05_1John_______ISLICEN1DA_51.wav,B23___05_1John_______ISLICEN1DA_51.wav,við lifum í hinum sanna guði,Female,Senior,train
1,audio_data/B01___26_Matthew_____ISLICEN1DA/B01___26_Matthew_____ISLICEN1DA_56.wav,B01___26_Matthew_____ISLICEN1DA_56.wav,hrygg allt til dauða bíðið hér og vakið með mér,Male,Senior,train
4,audio_data/B04___16_John________ISLICEN1DA/B04___16_John________ISLICEN1DA_85.wav,B04___16_John________ISLICEN1DA_85.wav,sú stund kemur,Female,Senior,train
3,audio_data/B03___09_Luke________ISLICEN1DA/B03___09_Luke________ISLICEN1DA_93.wav,B03___09_Luke________ISLICEN1DA_93.wav,og maður nokkur úr mannfjöldanum hrópar,Female,Young adult,train
3,audio_data/B05___03_Acts________ISLICEN1DA/B05___03_Acts________ISLICEN1DA_32.wav,B05___03_Acts________ISLICEN1DA_32.wav,trúin á nafn jesú gerði þennan mann sem þið sjáið og þekkið styrkan,Female,Young adult,train
5,audio_data/B07___08_1CorinthiansISLICEN1DA/B07___08_1CorinthiansISLICEN1DA_22.wav,B07___08_1CorinthiansISLICEN1DA_22.wav,mundi það ekki hvetja þann sem óstyrkur er til að neyta fórnarkjöts hinn óstyrki glatast þá vegna,Male,Middle aged,train
1,audio_data/B01___26_Matthew_____ISLICEN1DA/B01___26_Matthew_____ISLICEN1DA_15.wav,B01___26_Matthew_____ISLICEN1DA_15.wav,sannlega segi ég ykkur hvar um heim sem fagnaðarerindi þetta verður flutt,Male,Senior,train
5,audio_data/B09___02_Galatians___ISLICEN1DA/B09___02_Galatians___ISLICEN1DA_42.wav,B09___02_Galatians___ISLICEN1DA_42.wav,fari ég að byggja upp aftur það sem ég braut niður þá geri ég sjálfan mig beran,Male,Middle aged,train
6,audio_data/B21___02_1Peter______ISLICEN1DA/B21___02_1Peter______ISLICEN1DA_13.wav,B21___02_1Peter______ISLICEN1DA_13.wav,yður sem trúið er hann dýrmætur en hinum vantrúuðu er steinninn sem smiðirnir höfnuðu,Female,Middle aged,train
3,audio_data/B03___19_Luke________ISLICEN1DA/B03___19_Luke________ISLICEN1DA_89.wav,B03___19_Luke________ISLICEN1DA_89.wav,vegna þess að þú þekktir ekki þinn vitjunartíma,Female,Young adult,train
1,audio_data/B01___05_Matthew_____ISLICEN1DA/B01___05_Matthew_____ISLICEN1DA_35.wav,B01___05_Matthew_____ISLICEN1DA_35.wav,komist þér aldrei í himnaríki,Male,Senior,train
3,audio_data/B05___07_Acts________ISLICEN1DA/B05___07_Acts________ISLICEN1DA_48.wav,B05___07_Acts________ISLICEN1DA_48.wav,þar gat hann tvo sonu,Female,Young adult,train
3,audio_data/B05___05_Acts________ISLICEN1DA/B05___05_Acts________ISLICEN1DA_44.wav,B05___05_Acts________ISLICEN1DA_44.wav,en þá kom maður og bar þeim þessa frétt,Female,Young adult,train
5,audio_data/B06___08_Romans______ISLICEN1DA/B06___08_Romans______ISLICEN1DA_18.wav,B06___08_Romans______ISLICEN1DA_18.wav,kristur er í ykkur er líkaminn að sönnu dauður því að syndin er dauð,Male,Middle aged,train
5,audio_data/B09___03_Galatians___ISLICEN1DA/B09___03_Galatians___ISLICEN1DA_20.wav,B09___03_Galatians___ISLICEN1DA_20.wav,en,Male,Middle aged,train
2,audio_data/B02___09_Mark________ISLICEN1DA/B02___09_Mark________ISLICEN1DA_19.wav,B02___09_Mark________ISLICEN1DA_19.wav,og þeir spurðu hann,Male,Young adult,train
1,audio_data/B01___17_Matthew_____ISLICEN1DA/B01___17_Matthew_____ISLICEN1DA_02.wav,B01___17_Matthew_____ISLICEN1DA_02.wav,og fer með þá upp á hátt fjall að þeir væru einir saman þar ummyndaðist hann fyrir augum þeirra ásjóna hans skein sem sól,Male,Senior,train
1,audio_data/B01___26_Matthew_____ISLICEN1DA/B01___26_Matthew_____ISLICEN1DA_67.wav,B01___26_Matthew_____ISLICEN1DA_67.wav,þá fór hann enn frá þeim og baðst fyrir þriðja sinn með sömu orðum og fyrr,Male,Senior,train
3,audio_data/B05___25_Acts________ISLICEN1DA/B05___25_Acts________ISLICEN1DA_21.wav,B05___25_Acts________ISLICEN1DA_21.wav,gyðingum hef ég ekkert rangt gert það veistu fullvel,Female,Young adult,train
7,audio_data/B27___18_Revelation__ISLICEN1DA/B27___18_Revelation__ISLICEN1DA_39.wav,B27___18_Revelation__ISLICEN1DA_39.wav,og þeir jusu mold yfir höfuð sér og hrópuðu grátandi og harmandi vei vei borgin mikla,Female,Senior,train
5,audio_data/B11___04_Philippians_ISLICEN1DA/B11___04_Philippians_ISLICEN1DA_18.wav,B11___04_Philippians_ISLICEN1DA_18.wav,þið skuluð gera þetta sem þið hafið bæði lært og numið heyrt og séð til mín,Male,Middle aged,train
1,audio_data/B01___13_Matthew_____ISLICEN1DA/B01___13_Matthew_____ISLICEN1DA_32.wav,B01___13_Matthew_____ISLICEN1DA_32.wav,einhver heyrir orðið um ríkið og skilur ekki þá kemur hinn vondi og rænir því sem sáð var í hjarta hans það sem sáð var við götuna merkir þetta,Male,Senior,train
2,audio_data/B02___04_Mark________ISLICEN1DA/B02___04_Mark________ISLICEN1DA_33.wav,B02___04_Mark________ISLICEN1DA_33.wav,bregðast þeir þegar,Male,Young adult,train
5,audio_data/B06___10_Romans______ISLICEN1DA/B06___10_Romans______ISLICEN1DA_21.wav,B06___10_Romans______ISLICEN1DA_21.wav,orð trúarinnar sem við prédikum,Male,Middle aged,train
3,audio_data/B05___09_Acts________ISLICEN1DA/B05___09_Acts________ISLICEN1DA_51.wav,B05___09_Acts________ISLICEN1DA_51.wav,en lærisveinarnir tóku hann um nótt og komu honum út fyrir borgarmúrinn með því að láta hann síga ofan,Female,Young adult,train
4,audio_data/B04___08_John________ISLICEN1DA/B04___08_John________ISLICEN1DA_67.wav,B04___08_John________ISLICEN1DA_67.wav,þangað sem ég fer,Female,Senior,train
3,audio_data/B03___02_Luke________ISLICEN1DA/B03___02_Luke________ISLICEN1DA_19.wav,B03___02_Luke________ISLICEN1DA_19.wav,þegar englarnir voru farnir frá þeim til himins sögðu hirðarnir sín á milli,Female,Young adult,train
5,audio_data/B07___08_1CorinthiansISLICEN1DA/B07___08_1CorinthiansISLICEN1DA_19.wav,B07___08_1CorinthiansISLICEN1DA_19.wav,hvorki missum við neins þótt við etum það ekki né ávinnum við neitt þótt við etum,Male,Middle aged,train
3,audio_data/B03___06_Luke________ISLICEN1DA/B03___06_Luke________ISLICEN1DA_42.wav,B03___06_Luke________ISLICEN1DA_42.wav,því að þér munuð saddir verða,Female,Young adult,train
5,audio_data/B09___01_Galatians___ISLICEN1DA/B09___01_Galatians___ISLICEN1DA_06.wav,B09___01_Galatians___ISLICEN1DA_06.wav,samkvæmt vilja guðs vors og föður,Male,Middle aged,train
3,audio_data/B05___03_Acts________ISLICEN1DA/B05___03_Acts________ISLICEN1DA_40.wav,B05___03_Acts________ISLICEN1DA_40.wav,hann á að vera í himninum allt til þess tíma þegar guð endurreisir alla hluti eins og hann hefur frá alda öðli,Female,Young adult,train
4,audio_data/B04___11_John________ISLICEN1DA/B04___11_John________ISLICEN1DA_95.wav,B04___11_John________ISLICEN1DA_95.wav,einnig varnað því að þessi maður dæi,Female,Senior,train
3,audio_data/B05___02_Acts________ISLICEN1DA/B05___02_Acts________ISLICEN1DA_65.wav,B05___02_Acts________ISLICEN1DA_65.wav,drottinn sagði við minn drottin,Female,Young adult,train
2,audio_data/B02___08_Mark________ISLICEN1DA/B02___08_Mark________ISLICEN1DA_78.wav,B02___08_Mark________ISLICEN1DA_78.wav,og jesús kallaði til sín mann fjöldann ásamt lærisveinum sínum og sagði hver sem vill fylgja mér,Male,Young adult,train
3,audio_data/B03___20_Luke________ISLICEN1DA/B03___20_Luke________ISLICEN1DA_08.wav,B03___20_Luke________ISLICEN1DA_08.wav,ef við svörum það var guð spyr hann hví trúðuð þið honum þá ekki,Female,Young adult,train
3,audio_data/B03___18_Luke________ISLICEN1DA/B03___18_Luke________ISLICEN1DA_49.wav,B03___18_Luke________ISLICEN1DA_49.wav,þú skalt ekki bera ljúgvitni heiðra föður þinn og móður,Female,Young adult,train
3,audio_data/B03___08_Luke________ISLICEN1DA/B03___08_Luke________ISLICEN1DA_124.wav,B03___08_Luke________ISLICEN1DA_124.wav,en jesús sagði,Female,Young adult,train
3,audio_data/B03___04_Luke________ISLICEN1DA/B03___04_Luke________ISLICEN1DA_52.wav,B03___04_Luke________ISLICEN1DA_52.wav,og þó var elía til engrar þeirra sendur heldur aðeins til ekkju í sarepta,Female,Young adult,train
3,audio_data/B05___05_Acts________ISLICEN1DA/B05___05_Acts________ISLICEN1DA_50.wav,B05___05_Acts________ISLICEN1DA_50.wav,við bönnuðum ykkur stranglega að kenna í þessu nafni og nú hafið þið fyllt jerúsalem með kenningu ykkar,Female,Young adult,train
6,audio_data/B22___01_2Peter______ISLICEN1DA/B22___01_2Peter______ISLICEN1DA_03.wav,B22___01_2Peter______ISLICEN1DA_03.wav,heilsar þeim sem guð vor og frelsari jesús kristur hefur í réttlæti sínu,Female,Middle aged,train
5,audio_data/B08___12_2CorinthiansISLICEN1DA/B08___12_2CorinthiansISLICEN1DA_11.wav,B08___12_2CorinthiansISLICEN1DA_11.wav,þótt ég vildi hrósa mér væri ég ekki frávita því að ég væri að segja sannleika,Male,Middle aged,train
3,audio_data/B03___07_Luke________ISLICEN1DA/B03___07_Luke________ISLICEN1DA_45.wav,B03___07_Luke________ISLICEN1DA_45.wav,mennirnir fóru til hans og sögðu,Female,Young adult,train
6,audio_data/B19___07_Hebrews_____ISLICEN1DA/B19___07_Hebrews_____ISLICEN1DA_37.wav,B19___07_Hebrews_____ISLICEN1DA_37.wav,lögmálið gerði ekkert fullkomið en nú höfum við öðlast betri von,Female,Middle aged,train
5,audio_data/B06___16_Romans______ISLICEN1DA/B06___16_Romans______ISLICEN1DA_14.wav,B06___16_Romans______ISLICEN1DA_14.wav,þau skara fram úr meðal postulanna og gengu kristi á hönd á undan mér,Male,Middle aged,train
3,audio_data/B03___02_Luke________ISLICEN1DA/B03___02_Luke________ISLICEN1DA_47.wav,B03___02_Luke________ISLICEN1DA_47.wav,nú lætur þú drottinn þjón þinn í friði fara eins og þú hefur heitið mér,Female,Young adult,train
6,audio_data/B21___01_1Peter______ISLICEN1DA/B21___01_1Peter______ISLICEN1DA_54.wav,B21___01_1Peter______ISLICEN1DA_54.wav,en orð drottins varir að eilífu,Female,Middle aged,train
3,audio_data/B05___08_Acts________ISLICEN1DA/B05___08_Acts________ISLICEN1DA_74.wav,B05___08_Acts________ISLICEN1DA_74.wav,ég trúi að jesús kristur sé sonur guðs,Female,Young adult,train
7,audio_data/B27___08_Revelation__ISLICEN1DA/B27___08_Revelation__ISLICEN1DA_23.wav,B27___08_Revelation__ISLICEN1DA_23.wav,nafn stjörnunnar er remma,Female,Senior,train
1,audio_data/B01___12_Matthew_____ISLICEN1DA/B01___12_Matthew_____ISLICEN1DA_38.wav,B01___12_Matthew_____ISLICEN1DA_38.wav,fær ekki staðist,Male,Senior,train
4,audio_data/B04___11_John________ISLICEN1DA/B04___11_John________ISLICEN1DA_151.wav,B04___11_John________ISLICEN1DA_151.wav,og menn komu hvaðanæva upp til jerúsalem fyrir páskana til að hreinsa sig,Female,Senior,train
5,audio_data/B09___04_Galatians___ISLICEN1DA/B09___04_Galatians___ISLICEN1DA_06.wav,B09___04_Galatians___ISLICEN1DA_06.wav,þegar fylling tímans kom sendi guð son sinn fæddan af konu,Male,Middle aged,train
1,audio_data/B01___19_Matthew_____ISLICEN1DA/B01___19_Matthew_____ISLICEN1DA_19.wav,B01___19_Matthew_____ISLICEN1DA_19.wav,en jesús sagði leyfið börnunum að koma til mín varnið þeim eigi,Male,Senior,train
6,audio_data/B19___03_Hebrews_____ISLICEN1DA/B19___03_Hebrews_____ISLICEN1DA_27.wav,B19___03_Hebrews_____ISLICEN1DA_27.wav,uppörvið heldur hvert annað hvern dag á meðan enn heitir í dag,Female,Middle aged,train
2,audio_data/B02___10_Mark________ISLICEN1DA/B02___10_Mark________ISLICEN1DA_98.wav,B02___10_Mark________ISLICEN1DA_98.wav,jesús sagði við hann far þú,Male,Young adult,train
2,audio_data/B02___15_Mark________ISLICEN1DA/B02___15_Mark________ISLICEN1DA_62.wav,B02___15_Mark________ISLICEN1DA_62.wav,en jesús kallaði hárri röddu,Male,Young adult,train
4,audio_data/B04___14_John________ISLICEN1DA/B04___14_John________ISLICEN1DA_12.wav,B04___14_John________ISLICEN1DA_12.wav,enginn kemur til föðurins nema fyrir mig,Female,Senior,train
3,audio_data/B05___26_Acts________ISLICEN1DA/B05___26_Acts________ISLICEN1DA_18.wav,B05___26_Acts________ISLICEN1DA_18.wav,það gerði ég og í jerúsalem,Female,Young adult,train
3,audio_data/B05___21_Acts________ISLICEN1DA/B05___21_Acts________ISLICEN1DA_02.wav,B05___21_Acts________ISLICEN1DA_02.wav,daginn eftir til ródos og þaðan til patara,Female,Young adult,train
3,audio_data/B03___10_Luke________ISLICEN1DA/B03___10_Luke________ISLICEN1DA_23.wav,B03___10_Luke________ISLICEN1DA_23.wav,jafnvel það dust sem loðir við fætur vora úr borg yðar þurrkum vér af oss,Female,Young adult,train
3,audio_data/B05___27_Acts________ISLICEN1DA/B05___27_Acts________ISLICEN1DA_80.wav,B05___27_Acts________ISLICEN1DA_80.wav,en hinir síðan ýmist á plönkum eða braki úr skipinu,Female,Young adult,train
5,audio_data/B07___15_1CorinthiansISLICEN1DA/B07___15_1CorinthiansISLICEN1DA_94.wav,B07___15_1CorinthiansISLICEN1DA_94.wav,við,Male,Middle aged,train
4,audio_data/B04___10_John________ISLICEN1DA/B04___10_John________ISLICEN1DA_01.wav,B04___10_John________ISLICEN1DA_01.wav,sannlega sannlega segi ég yður,Female,Senior,train
5,audio_data/B06___09_Romans______ISLICEN1DA/B06___09_Romans______ISLICEN1DA_03.wav,B06___09_Romans______ISLICEN1DA_03.wav,það með mér að ég hef mikla hryggð og sífellda kvöl í hjarta mínu og gæti óskað að mér væri sjálfum útskúfað frá kristi,Male,Middle aged,train
6,audio_data/B21___05_1Peter______ISLICEN1DA/B21___05_1Peter______ISLICEN1DA_01.wav,B21___05_1Peter______ISLICEN1DA_01.wav,öldungana ykkar á meðal hvet ég sem einnig er öldungur og vottur písla krists,Female,Middle aged,train
4,audio_data/B04___02_John________ISLICEN1DA/B04___02_John________ISLICEN1DA_06.wav,B04___02_John________ISLICEN1DA_06.wav,móðir hans sagði þá við þjónana,Female,Senior,train
4,audio_data/B04___12_John________ISLICEN1DA/B04___12_John________ISLICEN1DA_108.wav,B04___12_John________ISLICEN1DA_108.wav,og forhert hjarta þeirra,Female,Senior,train
